index,cidade_india,data,tipo_cartao,tipo_despesa,genero_titular,valor
19857,Adilabad,2015-03-20,Silver,contas,F,122336
19858,Lunglei,2015-02-20,Platinum,alimentacao,F,145697
19859,Kozhikode,2014-11-03,Silver,alimentacao,F,14266
19860,Adoor,2014-05-22,Gold,contas,F,6536
19861,Rae Bareli,2015-05-09,Platinum,mercado,F,11775
19862,Sardhana,2014-11-17,Signature,alimentacao,F,189648
19863,Tundla,2013-10-25,Signature,entretenimento,F,265749
19864,Dhuri,2014-01-28,Platinum,combustivel,M,120530
19865,Viramgam,2014-10-14,Signature,entretenimento,M,265287
19866,Moradabad,2013-12-10,Platinum,entretenimento,M,180946
19867,Taki,2013-12-16,Gold,entretenimento,M,199043
19868,Ramanathapuram,2013-12-01,Silver,mercado,M,186325
19869,Guntakal,2014-11-22,Silver,contas,F,61223
19870,Ponnur,2014-03-25,Silver,contas,M,272517
19871,Mahasamund,2015-04-08,Platinum,combustivel,M,153691
19872,Karwar,2014-01-03,Silver,entretenimento,M,5344
19873,Udupi,2014-10-02,Platinum,entretenimento,M,57043
19874,Sadulpur,2014-04-28,Gold,entretenimento,M,185772
19875,Nandurbar,2013-11-29,Silver,mercado,M,107940
19876,Aurangabad,2014-07-10,Platinum,contas,F,54690
19877,Charkhi Dadri,2014-11-19,Platinum,entretenimento,M,148633
19878,Patiala,2015-02-14,Signature,mercado,M,2801
19879,Shahdol,2014-08-15,Gold,mercado,M,179857
19880,Jind,2015-02-12,Platinum,combustivel,F,8332
19881,Rampurhat,2013-10-23,Gold,alimentacao,F,196747
19882,Shamsabad Agra,2014-12-20,Signature,contas,M,2832
19883,Shujalpur,2014-05-30,Silver,mercado,M,155545
19884,Mahuva,2014-12-29,Silver,mercado,F,42691
19885,Yerraguntla,2014-07-03,Platinum,entretenimento,F,14764
19886,Sironj,2014-07-17,Gold,contas,M,212805
19887,Muzaffarpur,2015-03-28,Silver,mercado,F,201884
19888,Talcher,2014-11-18,Platinum,alimentacao,M,253433
19889,Ramachandrapuram,2015-02-26,Silver,contas,M,220350
19890,Kolkata,2015-04-04,Platinum,alimentacao,M,14028
19891,Palacole,2014-05-12,Platinum,alimentacao,M,175386
19892,Nadbai,2014-08-15,Silver,mercado,F,231524
19893,Manwath,2014-10-17,Gold,combustivel,F,200771
19894,Adityapur,2014-04-19,Gold,combustivel,F,209829
19895,Neyveli (TS),2014-02-19,Signature,mercado,F,93381
19896,Sholingur,2015-01-02,Platinum,contas,F,295589
19897,Durg,2014-06-04,Signature,alimentacao,M,19123
19898,Hajipur,2013-12-25,Silver,entretenimento,M,229269
19899,Sholingur,2014-10-08,Gold,alimentacao,F,234591
19900,Jhansi,2014-04-25,Signature,contas,M,292691
19901,Narayanpet,2014-02-01,Platinum,alimentacao,M,105099
19902,Bhabua,2015-05-07,Platinum,combustivel,F,268343
19903,Porbandar,2015-03-03,Signature,contas,F,16732
19904,Tiruchendur,2014-05-01,Silver,entretenimento,F,112796
19905,Singrauli,2013-10-14,Silver,alimentacao,F,28518
19906,Baleshwar Town,2015-01-06,Signature,contas,M,190958
19907,Mangrulpir,2014-10-19,Platinum,contas,M,62960
19908,Makhdumpur,2015-03-11,Gold,alimentacao,M,32319
19909,Amroha,2014-05-24,Silver,mercado,F,296502
19910,Bhilwara,2015-04-17,Silver,combustivel,M,165749
19911,Muddebihal,2014-07-15,Platinum,combustivel,F,147717
19912,Bhilwara,2013-10-25,Platinum,alimentacao,M,89663
19913,Oddanchatram,2014-11-02,Signature,mercado,F,265753
19914,Thrissur,2013-12-13,Silver,mercado,F,286655
19915,Nagina,2014-09-27,Signature,alimentacao,M,6874
19916,Chirmiri,2015-03-24,Signature,combustivel,F,115183
19917,Davanagere,2015-02-22,Platinum,contas,F,74543
19918,Gudivada,2014-05-04,Platinum,entretenimento,M,178754
19919,Nanded-Waghala,2013-12-13,Signature,alimentacao,M,224131
19920,Rosera,2013-12-13,Silver,combustivel,M,119272
19921,Barpeta,2015-04-25,Platinum,alimentacao,M,90416
19922,Moga,2014-07-31,Gold,contas,F,177980
19923,Solan,2014-03-15,Silver,contas,F,277084
19924,Nagercoil,2014-10-08,Platinum,alimentacao,M,19479
19925,Vikramasingapuram,2013-12-26,Gold,contas,M,214067
19926,Nadbai,2015-01-21,Silver,entretenimento,F,23952
19927,Mahnar Bazar,2014-11-09,Silver,combustivel,F,50784
19928,Barpeta,2013-11-02,Silver,entretenimento,F,116894
19929,Oddanchatram,2014-01-02,Gold,entretenimento,F,275108
19930,Vyara,2015-02-03,Silver,mercado,F,43454
19931,Shahabad,2014-08-10,Silver,entretenimento,M,114813
19932,Nohar,2015-01-02,Platinum,mercado,F,171199
19933,Haldwani-cum-Kathgodam,2013-10-07,Silver,alimentacao,M,212679
19934,Nainital,2015-04-08,Platinum,entretenimento,F,277726
19935,Raayachuru,2015-04-24,Signature,alimentacao,F,263881
19936,Motihari,2014-07-27,Gold,combustivel,F,238975
19937,Muvattupuzha,2015-04-13,Signature,entretenimento,M,143118
19938,Ballari,2014-03-25,Silver,mercado,M,105356
19939,Muddebihal,2014-06-06,Silver,alimentacao,M,251385
19940,Raxaul Bazar,2015-04-20,Platinum,combustivel,F,197753
19941,Rawatbhata,2015-04-22,Platinum,alimentacao,M,136616
19942,Mathura,2014-12-22,Platinum,entretenimento,F,198888
19943,Orai,2014-07-16,Platinum,mercado,M,166763
19944,Amritsar,2014-07-16,Signature,combustivel,M,57193
19945,Chittur-Thathamangalam,2014-05-17,Signature,combustivel,F,129644
19946,Nidadavole,2015-01-20,Gold,mercado,M,286391
19947,Jehanabad,2014-04-03,Silver,alimentacao,M,131154
19948,Bhuj,2015-01-17,Gold,combustivel,F,32345
19949,Taliparamba,2015-01-30,Silver,combustivel,M,234147
19950,Purnia,2015-01-23,Signature,entretenimento,F,219615
19951,Palanpur,2014-09-30,Platinum,combustivel,F,114386
19952,Gobindgarh,2014-09-25,Gold,contas,M,113478
19953,Shirur,2015-02-12,Signature,contas,F,168434
19954,Vaijapur,2014-02-26,Platinum,combustivel,M,62273
19955,Siddipet,2014-06-26,Gold,combustivel,M,102690
19956,Maner,2015-04-12,Signature,contas,M,234921
19957,Wadgaon Road,2015-03-18,Gold,alimentacao,F,267183
19958,Hisar,2014-12-03,Silver,alimentacao,F,38079
19959,Raghogarh-Vijaypur,2015-04-26,Silver,entretenimento,F,167150
19960,Ottappalam,2015-05-14,Signature,mercado,F,96412
19961,Zira,2013-11-27,Platinum,alimentacao,F,107759
19962,Mansa,2014-10-20,Gold,alimentacao,M,151368
19963,Masaurhi,2015-01-22,Silver,contas,F,96825
19964,Vijainagar Ajmer,2014-12-31,Silver,entretenimento,M,79119
19965,Rishikesh,2014-11-15,Gold,entretenimento,F,32647
19966,Mandya,2014-12-05,Silver,mercado,M,201079
19967,Rosera,2014-06-24,Silver,entretenimento,M,71046
19968,Arsikere,2015-05-02,Gold,combustivel,F,275292
19969,Tirukkoyilur,2014-02-24,Silver,entretenimento,M,65548
19970,Rewa,2014-12-29,Signature,entretenimento,F,103349
19971,Risod,2013-11-30,Platinum,mercado,F,31101
19972,Sherkot,2014-05-12,Gold,alimentacao,M,228387
19973,Kapadvanj,2014-03-11,Silver,combustivel,M,181135
19974,Sathyamangalam,2014-07-01,Silver,mercado,M,96424
19975,Raurkela,2014-08-18,Gold,mercado,M,229943
19976,Sattur,2015-03-17,Signature,contas,M,214698
19977,Sillod,2014-10-30,Signature,alimentacao,M,76373
19978,Batala,2013-12-21,Platinum,contas,F,57374
19979,Kendrapara,2014-07-08,Silver,combustivel,M,130177
19980,Hisar,2014-04-21,Signature,entretenimento,F,156495
19981,Thane,2014-03-30,Platinum,alimentacao,M,147350
19982,Pandharkaoda,2014-06-30,Platinum,entretenimento,F,109645
19983,Chirala,2015-02-01,Platinum,mercado,M,114467
19984,Seoni,2015-03-26,Signature,mercado,M,9327
19985,Amreli,2015-04-04,Silver,alimentacao,M,225321
19986,Pen,2015-02-08,Signature,mercado,M,111528
19987,Medinipur,2014-01-15,Platinum,entretenimento,F,244923
19988,Delhi,2014-08-10,Platinum,contas,F,233668
19989,Bhatapara,2014-04-11,Signature,alimentacao,M,23968
19990,Ramnagar,2014-08-16,Signature,mercado,F,299510
19991,Pithapuram,2014-05-15,Silver,mercado,F,248269
19992,Hapur,2014-01-04,Gold,alimentacao,M,183015
19993,Saunda,2014-04-20,Platinum,contas,M,200951
19994,Sangamner,2014-04-09,Gold,contas,F,77958
19995,Chennai,2015-03-25,Gold,mercado,F,129117
19996,Pune,2014-11-25,Platinum,alimentacao,M,134555
19997,Chennai,2013-10-09,Platinum,alimentacao,M,1175
19998,Pune,2014-05-06,Gold,alimentacao,F,164122
19999,Hyderabad,2014-02-17,Gold,contas,F,287938
20000,Surat,2014-07-05,Silver,contas,M,79634
20001,Kanpur,2014-02-27,Platinum,combustivel,M,200885
20002,Jaipur,2013-10-19,Platinum,entretenimento,F,127370
20003,Pune,2015-03-02,Signature,contas,M,256459
20004,Pune,2014-10-13,Silver,mercado,F,86815
20005,Kolkata,2015-01-20,Gold,combustivel,F,195958
20006,Jaipur,2014-11-22,Platinum,combustivel,F,162961
20007,Pune,2015-05-06,Gold,combustivel,F,211610
20008,Jaipur,2014-03-08,Gold,combustivel,F,84429
20009,Surat,2014-11-28,Gold,contas,M,12037
20010,Jaipur,2015-03-22,Gold,entretenimento,F,181137
20011,Kanpur,2013-10-07,Platinum,alimentacao,F,47482
20012,Hyderabad,2015-01-20,Silver,contas,F,201657
20013,Kanpur,2014-03-19,Silver,entretenimento,F,210460
20014,Kanpur,2014-09-02,Silver,combustivel,F,22334
20015,Pune,2014-10-27,Gold,entretenimento,M,266549
20016,Jaipur,2015-04-29,Signature,combustivel,F,53841
20017,Kanpur,2014-04-04,Gold,mercado,F,158961
20018,Chennai,2015-04-02,Platinum,entretenimento,M,92535
20019,Chennai,2015-03-17,Silver,contas,M,184571
20020,Kanpur,2015-03-02,Platinum,mercado,F,137330
20021,Jaipur,2015-05-26,Platinum,entretenimento,F,177359
20022,Hyderabad,2014-05-23,Platinum,contas,F,180310
20023,Pune,2014-01-01,Gold,entretenimento,M,182054
20024,Chennai,2014-07-11,Gold,entretenimento,M,278331
20025,Kanpur,2015-02-08,Silver,combustivel,M,4105
20026,Lucknow,2014-11-19,Silver,alimentacao,F,220690
20027,Lucknow,2015-01-22,Signature,contas,F,43092
20028,Hyderabad,2014-02-02,Signature,mercado,M,262828
20029,Kolkata,2015-01-03,Signature,entretenimento,M,194860
20030,Chennai,2014-12-18,Platinum,contas,M,197956
20031,Kanpur,2014-08-29,Silver,alimentacao,M,109453
20032,Pune,2014-01-23,Signature,alimentacao,F,33455
20033,Jaipur,2014-07-14,Silver,entretenimento,F,29507
20034,Chennai,2014-09-23,Silver,mercado,F,7288
20035,Jaipur,2014-08-19,Platinum,combustivel,M,181495
20036,Kanpur,2014-03-19,Silver,contas,M,154578
20037,Pune,2014-09-28,Signature,alimentacao,M,267284
20038,Surat,2014-10-25,Gold,combustivel,M,225824
20039,Surat,2013-12-25,Platinum,alimentacao,F,57264
20040,Surat,2014-07-25,Gold,alimentacao,F,59127
20041,Pune,2014-10-14,Signature,contas,F,153105
20042,Pune,2014-07-09,Signature,entretenimento,M,163474
20043,Surat,2014-03-31,Gold,mercado,F,33319
20044,Chennai,2013-10-19,Signature,mercado,M,197556
20045,Chennai,2014-08-28,Gold,mercado,M,45287
20046,Kanpur,2015-01-02,Platinum,entretenimento,M,96919
20047,Pune,2015-03-16,Silver,alimentacao,M,243777
20048,Chennai,2014-05-17,Silver,entretenimento,F,70967
20049,Lucknow,2014-10-26,Signature,combustivel,F,119855
20050,Chennai,2014-08-04,Silver,contas,M,267752
20051,Pune,2014-01-26,Silver,alimentacao,M,115287
20052,Pune,2013-10-11,Gold,alimentacao,M,192824
20053,Kanpur,2014-09-22,Silver,contas,F,161394
20054,Jaipur,2013-12-20,Platinum,alimentacao,F,275429
20055,Hyderabad,2015-05-09,Signature,combustivel,F,211688
20056,Chennai,2013-11-11,Platinum,alimentacao,M,19754
20057,Hyderabad,2014-10-20,Signature,combustivel,F,35502
20058,Lucknow,2014-07-27,Silver,combustivel,M,286283
20059,Jaipur,2014-10-18,Gold,alimentacao,M,123836
20060,Kolkata,2013-10-29,Signature,mercado,M,147801
20061,Surat,2013-10-21,Silver,contas,M,180608
20062,Hyderabad,2013-10-04,Signature,contas,F,24897
20063,Chennai,2014-02-25,Signature,alimentacao,F,199223
20064,Jaipur,2015-03-05,Silver,combustivel,F,295792
20065,Surat,2013-11-28,Gold,contas,F,4839
20066,Pune,2013-12-22,Silver,alimentacao,F,130466
20067,Surat,2014-10-10,Silver,combustivel,M,186324
20068,Kanpur,2013-10-27,Platinum,combustivel,F,88558
20069,Lucknow,2015-01-20,Silver,mercado,M,250230
20070,Chennai,2014-12-10,Silver,contas,F,93284
20071,Pune,2014-05-03,Platinum,combustivel,M,259398
20072,Pune,2014-11-26,Signature,alimentacao,F,182646
20073,Kolkata,2014-10-20,Silver,contas,M,12945
20074,Kanpur,2014-03-12,Signature,mercado,M,85025
20075,Lucknow,2015-03-29,Platinum,contas,F,42347
20076,Hyderabad,2014-09-15,Gold,mercado,M,231749
20077,Kanpur,2014-03-07,Silver,alimentacao,M,246324
20078,Kanpur,2015-04-17,Silver,mercado,F,81079
20079,Surat,2014-08-23,Gold,mercado,M,8941
20080,Lucknow,2014-01-08,Gold,combustivel,M,262146
20081,Surat,2015-05-25,Silver,contas,F,237612
20082,Kanpur,2014-11-20,Platinum,combustivel,M,263844
20083,Pune,2014-02-04,Silver,contas,F,174707
20084,Kolkata,2015-02-03,Gold,combustivel,M,109520
20085,Kolkata,2015-04-02,Signature,entretenimento,F,290259
20086,Surat,2014-03-04,Silver,entretenimento,M,230370
20087,Kanpur,2015-01-16,Gold,contas,M,203937
20088,Kolkata,2014-03-17,Signature,alimentacao,F,122389
20089,Hyderabad,2014-07-16,Platinum,alimentacao,F,47776
20090,Chennai,2013-11-17,Signature,mercado,F,137732
20091,Jaipur,2014-12-19,Silver,contas,M,228081
20092,Lucknow,2015-02-23,Signature,entretenimento,F,168379
20093,Surat,2013-11-07,Platinum,combustivel,M,278398
20094,Jaipur,2014-08-04,Silver,contas,F,5375
20095,Hyderabad,2013-11-06,Signature,mercado,M,57362
20096,Pune,2015-05-17,Platinum,mercado,F,63630
20097,Kolkata,2014-02-04,Gold,combustivel,M,281747
20098,Lucknow,2015-03-30,Platinum,alimentacao,M,116226
20099,Jaipur,2014-06-01,Silver,contas,F,275234
20100,Chennai,2014-04-16,Platinum,mercado,F,198685
20101,Hyderabad,2015-02-12,Gold,combustivel,F,287753
20102,Kolkata,2015-04-02,Gold,contas,M,12624
20103,Surat,2014-10-17,Gold,alimentacao,F,124636
20104,Chennai,2013-12-03,Gold,alimentacao,F,87612
20105,Surat,2014-02-10,Signature,mercado,F,12334
20106,Jaipur,2015-02-28,Signature,alimentacao,M,249615
20107,Jaipur,2013-12-15,Silver,entretenimento,F,176755
20108,Lucknow,2014-02-04,Platinum,mercado,F,181123
20109,Jaipur,2015-04-05,Platinum,alimentacao,M,124118
20110,Surat,2014-09-15,Signature,contas,M,75886
20111,Hyderabad,2013-11-28,Platinum,combustivel,M,60038
20112,Kanpur,2013-11-24,Silver,contas,M,273614
20113,Chennai,2014-08-07,Silver,contas,F,120422
20114,Kanpur,2014-08-21,Platinum,combustivel,M,40850
20115,Kanpur,2015-05-01,Signature,entretenimento,M,28110
20116,Hyderabad,2014-07-18,Platinum,combustivel,F,22092
20117,Lucknow,2015-01-08,Signature,combustivel,M,269139
20118,Surat,2015-01-09,Silver,combustivel,M,79143
20119,Pune,2014-04-05,Platinum,combustivel,M,175961
20120,Pune,2014-11-15,Signature,combustivel,M,15441
20121,Lucknow,2015-01-28,Silver,entretenimento,M,250570
20122,Kolkata,2015-01-15,Platinum,combustivel,M,152441
20123,Chennai,2014-02-20,Gold,contas,M,236230
20124,Surat,2014-05-10,Signature,combustivel,M,198536
20125,Lucknow,2014-06-08,Signature,entretenimento,M,280722
20126,Pune,2015-02-19,Platinum,contas,M,63547
20127,Kolkata,2014-10-02,Silver,contas,F,130187
20128,Surat,2014-08-14,Gold,alimentacao,M,243401
20129,Kolkata,2014-04-30,Gold,alimentacao,M,262551
20130,Chennai,2014-09-26,Gold,mercado,F,57569
20131,Jaipur,2014-08-26,Silver,contas,F,225247
20132,Jaipur,2014-07-19,Gold,alimentacao,M,205561
20133,Surat,2015-03-30,Gold,mercado,M,59982
20134,Chennai,2015-01-18,Platinum,mercado,F,72712
20135,Chennai,2014-04-29,Platinum,contas,F,185330
20136,Jaipur,2014-12-21,Platinum,contas,F,141050
20137,Hyderabad,2014-08-13,Gold,mercado,F,271547
20138,Chennai,2015-04-05,Signature,mercado,F,27434
20139,Chennai,2015-03-24,Silver,alimentacao,F,118844
20140,Kanpur,2014-12-08,Silver,mercado,F,122179
20141,Pune,2014-03-26,Platinum,contas,F,245490
20142,Pune,2014-11-28,Silver,entretenimento,F,21064
20143,Pune,2014-12-11,Gold,alimentacao,F,238489
20144,Kanpur,2014-05-08,Silver,contas,M,160188
20145,Hyderabad,2014-11-19,Signature,alimentacao,M,230645
20146,Pune,2014-01-08,Platinum,alimentacao,F,57266
20147,Kolkata,2014-05-11,Platinum,contas,F,261860
20148,Hyderabad,2015-05-19,Silver,mercado,M,192063
20149,Kanpur,2015-05-21,Platinum,combustivel,F,229216
20150,Kanpur,2014-08-06,Platinum,contas,F,108760
20151,Lucknow,2015-02-01,Gold,mercado,F,54784
20152,Chennai,2015-01-30,Silver,mercado,F,237946
20153,Kanpur,2014-07-22,Platinum,alimentacao,M,63206
20154,Hyderabad,2014-04-22,Signature,contas,M,62390
20155,Kanpur,2013-12-25,Gold,combustivel,M,173479
20156,Jaipur,2014-12-30,Gold,mercado,M,161810
20157,Hyderabad,2014-11-15,Platinum,alimentacao,F,247744
20158,Lucknow,2015-02-08,Signature,combustivel,M,261904
20159,Kanpur,2013-10-15,Silver,alimentacao,F,168946
20160,Kolkata,2014-01-17,Silver,mercado,F,297513
20161,Lucknow,2014-12-02,Platinum,mercado,M,151584
20162,Chennai,2014-10-31,Platinum,mercado,F,35854
20163,Hyderabad,2014-11-30,Platinum,mercado,F,246262
20164,Lucknow,2014-09-02,Silver,combustivel,F,224469
20165,Surat,2014-08-31,Signature,entretenimento,M,259450
20166,Surat,2015-04-26,Gold,alimentacao,M,147190
20167,Lucknow,2014-05-01,Platinum,mercado,F,30158
20168,Kolkata,2014-09-22,Silver,entretenimento,F,263438
20169,Surat,2013-10-23,Silver,contas,M,28965
20170,Jaipur,2014-08-08,Gold,entretenimento,F,82111
20171,Kanpur,2014-03-06,Platinum,entretenimento,F,92707
20172,Hyderabad,2014-01-02,Platinum,contas,F,140811
20173,Pune,2014-01-22,Signature,mercado,F,243350
20174,Jaipur,2015-03-11,Silver,combustivel,M,21522
20175,Lucknow,2014-05-10,Signature,contas,M,146071
20176,Jaipur,2015-03-27,Platinum,contas,M,22515
20177,Surat,2013-12-19,Silver,mercado,M,280075
20178,Kanpur,2014-03-03,Silver,contas,M,193909
20179,Surat,2014-03-14,Gold,contas,F,298201
20180,Hyderabad,2014-09-21,Platinum,combustivel,M,141394
20181,Lucknow,2015-03-29,Platinum,entretenimento,F,63405
20182,Pune,2015-05-20,Platinum,mercado,F,110618
20183,Kanpur,2014-04-28,Platinum,alimentacao,M,163841
20184,Jaipur,2014-11-15,Gold,contas,F,17988
20185,Pune,2014-02-06,Signature,combustivel,F,47702
20186,Surat,2013-10-25,Silver,alimentacao,F,250973
20187,Hyderabad,2014-04-26,Silver,mercado,M,60535
20188,Kanpur,2014-03-01,Silver,combustivel,F,27903
20189,Jaipur,2014-03-08,Signature,entretenimento,F,234172
20190,Chennai,2014-02-07,Platinum,combustivel,F,31949
20191,Lucknow,2014-06-21,Gold,combustivel,M,220638
20192,Lucknow,2014-02-08,Gold,entretenimento,M,235645
20193,Pune,2015-03-10,Gold,entretenimento,F,266321
20194,Kolkata,2014-04-11,Gold,contas,M,35721
20195,Chennai,2014-08-22,Silver,contas,M,291142
20196,Hyderabad,2014-12-04,Platinum,combustivel,F,166014
20197,Kanpur,2013-12-03,Silver,alimentacao,M,138701
20198,Chennai,2014-01-22,Gold,contas,M,66641
20199,Chennai,2014-04-08,Platinum,entretenimento,F,59256
20200,Lucknow,2015-03-19,Silver,entretenimento,F,182631
20201,Chennai,2013-11-27,Gold,contas,M,181466
20202,Jaipur,2014-04-21,Silver,mercado,M,266302
20203,Chennai,2015-01-05,Silver,combustivel,F,158037
20204,Chennai,2013-12-12,Platinum,contas,F,56847
20205,Kolkata,2013-11-26,Silver,alimentacao,M,203312
20206,Jaipur,2015-01-15,Platinum,entretenimento,F,65836
20207,Pune,2015-05-05,Platinum,combustivel,M,86119
20208,Jaipur,2014-12-14,Signature,alimentacao,F,164810
20209,Surat,2013-11-28,Gold,combustivel,M,272274
20210,Surat,2015-04-08,Silver,alimentacao,F,71652
20211,Surat,2014-03-25,Platinum,combustivel,M,24954
20212,Kolkata,2014-02-04,Silver,entretenimento,M,197346
20213,Chennai,2014-02-01,Silver,combustivel,M,268273
20214,Kanpur,2014-07-05,Signature,alimentacao,F,223527
20215,Kanpur,2013-10-23,Signature,combustivel,F,84892
20216,Surat,2014-07-11,Signature,combustivel,F,168561
20217,Jaipur,2014-11-11,Silver,mercado,F,183475
20218,Jaipur,2013-11-15,Platinum,contas,F,24332
20219,Kanpur,2014-06-19,Platinum,mercado,M,42733
20220,Kanpur,2013-10-28,Signature,entretenimento,M,249238
20221,Pune,2014-05-09,Platinum,contas,M,61026
20222,Kanpur,2015-02-10,Silver,mercado,F,151978
20223,Surat,2014-10-09,Silver,mercado,M,221821
20224,Surat,2015-01-01,Platinum,alimentacao,M,200153
20225,Kolkata,2014-07-25,Gold,combustivel,M,103499
20226,Hyderabad,2015-05-01,Gold,entretenimento,M,20086
20227,Kanpur,2015-03-25,Silver,mercado,M,213139
20228,Pune,2015-05-22,Platinum,alimentacao,F,218270
20229,Surat,2014-06-25,Signature,entretenimento,M,56653
20230,Kolkata,2013-11-03,Platinum,alimentacao,F,41130
20231,Kolkata,2014-03-11,Silver,alimentacao,F,236825
20232,Hyderabad,2014-10-15,Signature,mercado,M,124510
20233,Surat,2014-12-31,Signature,alimentacao,F,275614
20234,Pune,2015-01-03,Silver,entretenimento,F,217323
20235,Kolkata,2015-05-11,Signature,mercado,M,184728
20236,Hyderabad,2014-05-12,Platinum,entretenimento,M,234416
20237,Pune,2015-05-20,Signature,combustivel,F,240237
20238,Kanpur,2013-12-17,Platinum,combustivel,F,253552
20239,Lucknow,2014-04-16,Gold,alimentacao,F,96099
20240,Hyderabad,2014-11-15,Silver,alimentacao,M,100700
20241,Surat,2014-02-20,Gold,entretenimento,M,48596
20242,Surat,2014-10-19,Silver,entretenimento,F,298770
20243,Lucknow,2014-01-11,Silver,entretenimento,M,159715
20244,Kolkata,2014-12-21,Silver,contas,M,134411
20245,Hyderabad,2014-08-26,Gold,mercado,M,210633
20246,Chennai,2014-12-23,Gold,mercado,F,254663
20247,Chennai,2014-01-03,Silver,contas,F,155114
20248,Kanpur,2015-04-19,Gold,contas,M,80587
20249,Hyderabad,2015-01-18,Gold,contas,M,106003
20250,Kolkata,2013-12-17,Platinum,contas,M,213406
20251,Chennai,2014-10-05,Signature,alimentacao,M,149198
20252,Kanpur,2015-03-22,Platinum,contas,F,198714
20253,Kanpur,2015-03-22,Platinum,contas,F,239482
20254,Jaipur,2014-07-26,Gold,alimentacao,F,146149
20255,Lucknow,2014-01-29,Gold,contas,M,25712
20256,Kanpur,2014-01-20,Signature,combustivel,F,14677
20257,Kanpur,2013-10-31,Silver,mercado,F,111158
20258,Kolkata,2014-02-24,Gold,entretenimento,M,212445
20259,Jaipur,2014-03-27,Silver,entretenimento,M,89850
20260,Hyderabad,2014-03-16,Platinum,mercado,M,103191
20261,Jaipur,2014-04-03,Platinum,alimentacao,M,79073
20262,Surat,2014-07-27,Gold,entretenimento,M,251935
20263,Kolkata,2015-04-05,Platinum,combustivel,M,17810
20264,Jaipur,2013-12-30,Gold,entretenimento,F,188696
20265,Chennai,2014-07-08,Gold,contas,M,118449
20266,Kolkata,2015-04-27,Silver,alimentacao,F,96167
20267,Kolkata,2014-04-14,Signature,combustivel,M,77973
20268,Jaipur,2014-12-23,Signature,alimentacao,F,199679
20269,Surat,2014-01-16,Platinum,alimentacao,M,215824
20270,Lucknow,2014-12-23,Silver,mercado,M,218272
20271,Jaipur,2014-06-13,Signature,mercado,F,232618
20272,Jaipur,2014-12-07,Gold,entretenimento,M,126058
20273,Chennai,2014-08-29,Platinum,combustivel,M,42127
20274,Chennai,2015-03-04,Gold,combustivel,M,61579
20275,Surat,2014-01-03,Silver,entretenimento,M,220686
20276,Hyderabad,2014-09-24,Platinum,alimentacao,M,162178
20277,Jaipur,2014-08-25,Signature,combustivel,F,57138
20278,Hyderabad,2014-08-26,Platinum,alimentacao,M,46580
20279,Pune,2014-04-13,Signature,mercado,F,64967
20280,Lucknow,2013-11-14,Platinum,contas,F,266753
20281,Surat,2014-06-08,Signature,alimentacao,M,215503
20282,Kolkata,2013-10-04,Silver,entretenimento,F,18034
20283,Pune,2014-11-01,Signature,entretenimento,M,77405
20284,Lucknow,2015-03-19,Gold,alimentacao,M,131083
20285,Kanpur,2013-10-31,Silver,alimentacao,M,96905
20286,Jaipur,2014-03-10,Signature,mercado,F,66641
20287,Chennai,2014-08-17,Silver,contas,M,78999
20288,Kanpur,2014-03-01,Gold,alimentacao,M,118549
20289,Kolkata,2015-03-12,Platinum,combustivel,F,176199
20290,Hyderabad,2013-11-22,Platinum,alimentacao,F,277921
20291,Lucknow,2015-03-27,Silver,combustivel,F,140742
20292,Surat,2014-11-17,Silver,alimentacao,F,122855
20293,Chennai,2014-04-03,Signature,alimentacao,M,70641
20294,Pune,2013-12-17,Signature,combustivel,M,38394
20295,Kolkata,2013-11-12,Platinum,entretenimento,F,231002
20296,Lucknow,2014-09-29,Signature,contas,F,182744
20297,Kolkata,2014-01-10,Platinum,combustivel,M,158966
20298,Pune,2014-04-28,Silver,alimentacao,F,100261
20299,Kolkata,2015-02-16,Gold,contas,F,59462
20300,Chennai,2013-12-24,Signature,mercado,F,273992
20301,Surat,2014-08-08,Gold,mercado,F,43443
20302,Chennai,2014-06-30,Signature,contas,M,171225
20303,Lucknow,2015-01-29,Silver,contas,F,139590
20304,Hyderabad,2015-02-02,Silver,entretenimento,F,50617
20305,Surat,2014-04-12,Signature,contas,F,39287
20306,Pune,2014-04-02,Platinum,combustivel,M,11176
20307,Kolkata,2015-05-02,Platinum,contas,M,187427
20308,Kolkata,2015-03-06,Signature,contas,M,80422
20309,Lucknow,2013-12-07,Platinum,contas,F,212011
20310,Jaipur,2014-10-02,Signature,mercado,F,3776
20311,Hyderabad,2014-10-28,Silver,alimentacao,M,218808
20312,Kolkata,2015-01-28,Silver,combustivel,F,288002
20313,Kanpur,2014-05-11,Silver,contas,F,184460
20314,Kanpur,2013-11-20,Gold,mercado,M,10092
20315,Hyderabad,2014-05-08,Silver,entretenimento,F,98883
20316,Kolkata,2014-01-28,Gold,entretenimento,M,57953
20317,Chennai,2015-02-04,Silver,entretenimento,F,102492
20318,Lucknow,2014-01-02,Gold,entretenimento,F,149612
20319,Lucknow,2014-06-19,Platinum,alimentacao,F,75240
20320,Jaipur,2014-10-22,Gold,combustivel,M,125937
20321,Jaipur,2015-05-03,Silver,contas,M,71982
20322,Kanpur,2014-06-29,Signature,contas,F,226864
20323,Kolkata,2014-10-08,Silver,contas,M,156157
20324,Pune,2014-02-11,Silver,contas,M,112177
